Id,team_goals,opp_goals
M039164_Botswana,2,0
M039165_Iceland,2,2
M039165_Latvia,2,2
M039166_Madagascar,3,0
M039166_Central African Republic,0,3
M039167_Norway,2,0
M039167_Malta,0,2
M039168_Israel,1,2
M039168_Cyprus,2,1
M039169_Kazakhstan,1,2
M039169_Netherlands,2,1
M039170_Faroe Islands,0,3
M039170_Romania,3,0
M039171_Serbia,1,2
M039171_Portugal,2,1
M039172_Poland,2,1
M039172_Republic of Ireland,1,2
M039173_Nigeria,3,0
M039173_Cameroon,0,3
M039174_Malawi,1,0
M039174_Tanzania,0,1
M039175_Greece,4,3
M039175_Hungary,3,4
M039176_Gibraltar,0,6
M039176_Scotland,6,0
M039177_Kenya,0,0
M039177_Mauritius,0,0
M039178_Finland,1,1
M039178_Northern Ireland,1,1
M039179_Ethiopia,3,0
M039179_São Tomé and Príncipe,0,3
M039180_Egypt,3,0
M039180_Zambia,0,3
M039181_Denmark,1,2
M039181_France,2,1
M039182_Armenia,0,3
M039182_Albania,3,0
M039183_Germany,2,1
M039183_Georgia,1,2
M039184_Gabon,1,2
M039184_DR Congo,2,1
M039185_Austria,3,0
M039185_Liechtenstein,0,3
M039186_Belarus,0,0
M039186_North Macedonia,0,0
M039187_Estonia,0,1
M039187_Switzerland,1,0
M039188_Lithuania,0,3
M039188_England,3,0
M039189_Luxembourg,2,4
M039189_Slovakia,4,2
M039190_Morocco,1,1
M039190_Guinea,1,1
M039191_Russia,2,0
M039191_Montenegro,0,2
M039192_San Marino,0,2
M039192_Slovenia,2,0
M039193_Sweden,2,0
M039193_Moldova,0,2
M039194_Ukraine,0,1
M039194_Spain,1,0
M039195_Madagascar,2,2
M039195_Central African Republic,2,2
M039196_Malta,0,1
M039196_Croatia,1,0
M039197_Mauritania,4,0
M039197_South Sudan,0,4
M039198_Namibia,2,1
M039198_Gambia,1,2
M039199_Netherlands,2,3
M039199_Czech Republic,3,2
M039200_Niger,4,0
M039200_Somalia,0,4
M039201_Oman,3,0
M039201_India,0,3
M039202_Paraguay,0,0
M039202_Argentina,0,0
M039203_Peru,3,4
M039203_Chile,4,3
M039204_Sierra Leone,2,1
M039204_Chad,1,2
M039205_Lesotho,1,1
M039205_Comoros,1,1
M039206_Singapore,2,1
M039206_Cambodia,1,2
M039207_Syria,5,2
M039207_Afghanistan,2,5
M039208_Turkey,1,0
M039208_Iceland,0,1
M039209_Turkmenistan,1,0
M039209_Guam,0,1
M039210_Uruguay,3,0
M039210_Colombia,0,3
M039211_Vietnam,0,3
M039211_Thailand,3,0
M039212_Wales,2,0
M039212_Andorra,0,2
M039213_Qatar,4,0
M039213_Maldives,0,4
M039214_Latvia,0,1
M039214_Kazakhstan,1,0
M039215_Kuwait,0,0
M039215_Lebanon,0,0
M039216_Guinea-Bissau,1,3
M039216_Liberia,3,1
M039217_Algeria,1,0
M039217_Senegal,0,1
M039218_Bahrain,2,0
M039218_Philippines,0,2
M039219_Belgium,3,1
M039219_Israel,1,3
M039220_Bhutan,0,1
M039220_Hong Kong,1,0
M039221_Botswana,3,1
M039221_Eritrea,1,3
M039222_Brazil,3,1
M039222_Venezuela,1,3
M039223_Bulgaria,2,0
M039223_Azerbaijan,0,2
M039224_Myanmar,3,1
M039224_Laos,1,3
M039225_Kyrgyzstan,2,0
M039225_Bangladesh,0,2
M039226_El Salvador,1,1
M039226_Guatemala,1,1
M039227_Congo,2,1
M039227_Benin,1,2
M039228_Cyprus,2,3
M039228_Bosnia and Herzegovina,3,2
M039229_Timor-Leste,0,3
M039229_Malaysia,3,0
M039230_Iran,1,1
M039230_Japan,1,1
M039231_Italy,2,1
M039231_Norway,1,2
M039232_Jordan,3,0
M039232_Tajikistan,0,3
M039233_North Korea,1,0
M039233_Yemen,0,1
M039234_South Korea,3,0
M039234_Jamaica,0,3
M039235_Burundi,2,0
M039235_Seychelles,0,2
M039236_Ecuador,2,0
M039236_Bolivia,0,2
M039237_Eswatini,2,1
M039237_Djibouti,1,2
W005910_Equatorial Guinea,0,1
W005910_South Africa,1,0
W005911_Zimbabwe,1,0
W005911_Cameroon,0,1
W005912_Slovenia,3,0
W005912_Belarus,0,3
W005913_Hungary,1,0
W005913_Turkey,0,1
W005914_United States,1,1
W005914_Brazil,1,1
W005915_Macedonia,0,4
W005915_Iceland,4,0
W005916_Albania,1,4
W005916_Greece,4,1
W005917_Ukraine,2,2
W005917_Romania,2,2
W005918_Poland,2,0
W005918_Slovakia,0,2
W005919_Denmark,4,0
W005919_Moldova,0,4
W005920_Germany,2,0
W005920_Russia,0,2
W005921_Israel,0,0
W005921_Kazakhstan,0,0
W005922_China PR,2,1
W005922_England,1,2
W005923_Scotland,7,0
W005923_Belarus,0,7
W005924_Bosnia and Herzegovina,4,0
W005924_Estonia,0,4
W005925_Norway,4,0
W005925_Wales,0,4
W005926_Italy,0,3
W005926_Switzerland,3,0
W005927_Georgia,0,3
W005927_Northern Ireland,3,0
W005928_United States,3,1
W005928_Brazil,1,3
W005929_Germany,7,0
W005929_Turkey,0,7
W005930_Croatia,1,1
W005930_Hungary,1,1
W005931_Israel,0,1
W005931_Austria,1,0
W005932_China PR,1,1
W005932_Australia,1,1
W005933_Slovenia,0,6
W005933_Iceland,6,0
W005934_Slovakia,4,0
W005934_Moldova,0,4
W005935_Macedonia,1,4
W005935_Scotland,4,1
W005936_Serbia,3,0
W005936_Estonia,0,3
W005937_Switzerland,4,0
W005937_Georgia,0,4
W005938_Czech Republic,0,3
W005938_Italy,3,0
W005939_Sweden,1,0
W005939_Denmark,0,1
W005940_Ukraine,0,3
W005940_France,3,0
W005941_Australia,0,1
W005941_England,1,0
W005942_Finland,1,2
W005942_Spain,2,1
W005943_Portugal,1,2
W005943_Republic of Ireland,2,1
W005944_Bosnia and Herzegovina,0,5
W005944_Belgium,5,0
W005945_Romania,3,0
W005945_Albania,0,3
M039238_Cambodia,6,1
M039238_Brunei,1,6
M039239_United Arab Emirates,5,1
M039239_Turkmenistan,1,5
M039240_DR Congo,3,0
M039240_Zambia,0,3
M039241_Angola,1,0
M039241_Namibia,0,1
M039242_Hong Kong,5,0
M039242_Myanmar,0,5
M039243_Namibia,0,0
M039243_Zambia,0,0
M039244_Vanuatu,1,1
M039244_Fiji,1,1
M039245_Angola,1,0
M039245_DR Congo,0,1
M039246_Palestine,0,0
M039246_Saudi Arabia,0,0
M039247_Vanuatu,2,1
M039247_Fiji,1,2
M039248_Estonia,3,0
M039248_Georgia,0,3
M039249_Jordan,2,0
M039249_Malta,0,2
M039250_Mozambique,1,0
M039250_Gabon,0,1
M039251_Sudan,0,1
M039251_Zambia,1,0
M039252_Morocco,2,0
M039252_Equatorial Guinea,0,2
M039253_Norway,0,1
M039253_Hungary,1,0
M039254_Oman,0,1
M039254_New Zealand,1,0
M039255_Palestine,6,0
M039255_Malaysia,0,6
M039256_Togo,0,1
M039256_Uganda,1,0
M039257_Singapore,0,3
M039257_Japan,3,0
M039258_Tajikistan,5,0
M039258_Bangladesh,0,5
M039259_Thailand,4,2
M039259_Taiwan,2,4
M039260_Maldives,0,1
M039260_Hong Kong,1,0
M039261_United Arab Emirates,8,0
M039261_Timor-Leste,0,8
M039262_Philippines,0,1
M039262_Yemen,1,0
M039263_North Macedonia,4,1
M039263_Montenegro,1,4
M039264_Ecuador,2,1
M039264_Uruguay,1,2
M039265_South Korea,4,0
M039265_Myanmar,0,4
M039266_Iran,3,1
M039266_Turkmenistan,1,3
M039267_India,1,0
M039267_Guam,0,1
M039268_China PR,12,0
M039268_Bhutan,0,12
M039269_Chile,1,1
M039269_Colombia,1,1
M039270_Burundi,2,3
M039270_DR Congo,3,2
M039271_Bolivia,4,2
M039271_Venezuela,2,4
M039272_Benin,2,1
M039272_Burkina Faso,1,2
M039273_Australia,3,0
M039273_Kyrgyzstan,0,3
M039274_Andorra,0,1
M039274_Saint Kitts and Nevis,1,0
M039275_Afghanistan,3,0
M039275_Cambodia,0,3
M039276_Lebanon,7,0
M039276_Laos,0,7
M039277_Uzbekistan,3,1
M039277_North Korea,1,3
M039278_Namibia,0,1
M039278_Guinea,1,0
M039279_Eswatini,0,0
M039279_Nigeria,0,0
M039280_Slovakia,3,2
M039280_Switzerland,2,3
M039281_Qatar,1,2
M039281_Turkey,2,1
M039282_Poland,4,2
M039282_Iceland,2,4
M039283_Peru,1,0
M039283_Paraguay,0,1
M039284_Northern Ireland,1,0
M039284_Latvia,0,1
M039285_Niger,0,3
M039285_Cameroon,3,0
M039286_Mauritania,1,2
M039286_Tunisia,2,1
M039287_Madagascar,2,2
M039287_Senegal,2,2
M039288_Luxembourg,1,0
M039288_Greece,0,1
M039289_Libya,1,0
M039289_Rwanda,0,1
M039290_Liberia,0,1
M039290_Ivory Coast,1,0
M039291_Kosovo,2,2
M039291_Albania,2,2
M039292_Angola,1,3
M039292_South Africa,3,1
M039293_Argentina,1,1
M039293_Brazil,1,1
M039294_Belgium,3,1
M039294_Italy,1,3
M039295_Bosnia and Herzegovina,1,1
M039295_Republic of Ireland,1,1
M039296_Comoros,0,0
M039296_Ghana,0,0
M039297_Costa Rica,1,0
M039297_Haiti,0,1
M039298_Czech Republic,4,1
M039298_Serbia,1,4
M039299_Spain,2,0
M039299_England,0,2
M039300_France,2,0
M039300_Germany,0,2
M039301_Kenya,1,0
M039301_Cape Verde,0,1
M039302_Canada,1,0
M039302_Honduras,0,1
M039303_Guatemala,1,2
M039303_Trinidad and Tobago,2,1
M039304_Jamaica,0,2
M039304_Panama,2,0
M039305_Mexico,3,0
M039305_El Salvador,0,3
M039306_United States,6,1
M039306_Saint Vincent and the Grenadines,1,6
M039307_Wales,2,3
M039307_Netherlands,3,2
W005946_Trinidad and Tobago,6,0
W005946_Saint Lucia,0,6
M039308_Ukraine,2,0
M039308_Slovenia,0,2
M039309_Tanzania,2,2
M039309_Algeria,2,2
M039310_Sweden,2,1
M039310_Denmark,1,2
M039311_Russia,1,0
M039311_Portugal,0,1
M039312_Gabon,1,0
M039312_Mozambique,0,1
M039313_Ethiopia,3,4
M039313_Congo,4,3
M039314_Chad,1,0
M039314_Egypt,0,1
M039315_Botswana,2,1
M039315_Mali,1,2
M039316_Hong Kong,2,0
M039316_Macau,0,2
M039317_DR Congo,3,0
M039317_Burundi,0,3
M039318_Guinea,2,0
M039318_Namibia,0,2
M039319_Hungary,2,1
M039319_Norway,1,2
M039320_Uganda,3,0
M039320_Togo,0,3
M039321_Zambia,2,0
M039321_Sudan,0,2
M039322_Equatorial Guinea,1,0
M039322_Morocco,0,1
W005947_Trinidad and Tobago,8,1
W005947_Saint Lucia,1,8
M039323_Republic of Ireland,2,0
M039323_Bosnia and Herzegovina,0,2
M039324_Albania,2,2
M039324_Georgia,2,2
M039325_England,2,0
M039325_France,0,2
M039326_North Korea,2,0
M039326_Bahrain,0,2
M039327_Ivory Coast,3,0
M039327_Liberia,0,3
M039328_Italy,2,2
M039328_Romania,2,2
M039329_Hong Kong,0,0
M039329_China PR,0,0
M039330_Honduras,0,2
M039330_Mexico,2,0
M039331_Guam,0,6
M039331_Iran,6,0
M039332_Ghana,2,0
M039332_Comoros,0,2
M039333_Estonia,3,0
M039333_Saint Kitts and Nevis,0,3
M039334_Saint Vincent and the Grenadines,0,4
M039334_Guatemala,4,0
M039335_Egypt,4,0
M039335_Chad,0,4
M039336_Timor-Leste,0,10
M039336_Saudi Arabia,10,0
M039337_Denmark,2,2
M039337_Sweden,2,2
M039338_Congo,2,1
M039338_Ethiopia,1,2
M039339_Colombia,0,1
M039339_Argentina,1,0
M039340_Cape Verde,2,0
M039340_Kenya,0,2
M039341_Cameroon,0,0
M039341_Niger,0,0
M039342_Kyrgyzstan,1,0
M039342_Jordan,0,1
M039343_Cambodia,0,2
M039343_Japan,2,0
M039344_Laos,0,5
M039344_South Korea,5,0
M039345_North Macedonia,0,1
M039345_Lebanon,1,0
M039346_Yemen,1,3
M039346_Uzbekistan,3,1
M039347_Venezuela,1,3
M039347_Ecuador,3,1
M039348_Uruguay,3,0
M039348_Chile,0,3
M039349_Turkmenistan,2,1
M039349_Oman,1,2
M039350_Turkey,0,0
M039350_Greece,0,0
M039351_Tunisia,2,1
M039351_Mauritania,1,2
M039352_South Africa,1,0
M039352_Angola,0,1
M039353_Slovenia,1,1
M039353_Ukraine,1,1
M039354_Luxembourg,0,2
M039354_Portugal,2,0
M039355_Slovakia,3,1
M039355_Iceland,1,3
M039356_Senegal,3,0
M039356_Madagascar,0,3
M039357_Rwanda,1,3
M039357_Libya,3,1
M039358_Russia,1,3
M039358_Croatia,3,1
M039359_Poland,3,1
M039359_Czech Republic,1,3
M039360_Paraguay,2,1
M039360_Bolivia,1,2
M039361_Nigeria,2,0
M039361_Eswatini,0,2
M039362_Mali,2,0
M039362_Botswana,0,2
M039363_Malaysia,1,2
M039363_United Arab Emirates,2,1
M039364_Singapore,1,2
M039364_Syria,2,1
M039365_Myanmar,3,0
M039365_Kuwait,0,3
M039366_Burkina Faso,2,0
M039366_Benin,0,2
M039367_Brazil,3,0
M039367_Peru,0,3
M039368_Haiti,0,1
M039368_Jamaica,1,0
M039369_Taiwan,0,2
M039369_Iraq,2,0
M039370_Algeria,7,0
M039370_Tanzania,0,7
M039371_Panama,1,2
M039371_Costa Rica,2,1
M039372_Azerbaijan,2,1
M039372_Moldova,1,2
M039373_Austria,1,2
M039373_Switzerland,2,1
M039374_Bangladesh,0,4
M039374_Australia,4,0
M039375_Bhutan,0,3
M039375_Qatar,3,0
W005948_Puerto Rico,1,0
W005948_Guyana,0,1
W005949_Trinidad and Tobago,2,1
W005949_Jamaica,1,2
W005950_Guyana,2,1
W005950_Jamaica,1,2
W005951_Trinidad and Tobago,1,0
W005951_Puerto Rico,0,1
M039376_Ethiopia,0,1
M039376_Rwanda,1,0
M039377_Burundi,1,0
M039377_Zanzibar,0,1
M039378_Kenya,2,0
M039378_Uganda,0,2
M039379_Somalia,0,4
M039379_Tanzania,4,0
M039380_Sudan,1,2
M039380_Malawi,2,1
M039381_South Sudan,2,0
M039381_Djibouti,0,2
M039382_Zanzibar,0,4
M039382_Uganda,4,0
M039383_Rwanda,1,2
M039383_Tanzania,2,1
M039384_Malawi,3,0
M039384_Djibouti,0,3
M039385_Kenya,1,1
M039385_Burundi,1,1
M039386_Ethiopia,2,0
M039386_Somalia,0,2
M039387_South Sudan,0,0
M039387_Sudan,0,0
W005952_Turkey,0,0
W005952_Russia,0,0
W005953_Serbia,0,1
W005953_Bosnia and Herzegovina,1,0
W005954_Macedonia,0,2
W005954_Belarus,2,0
W005955_Germany,0,0
W005955_England,0,0
W005956_Wales,4,0
W005956_Kazakhstan,0,4
W005957_Slovakia,0,1
W005957_Denmark,1,0
W005958_Portugal,6,1
W005958_Montenegro,1,6
W005959_Republic of Ireland,0,3
W005959_Spain,3,0
M039388_Zanzibar,3,1
M039388_Kenya,1,3
M039389_South Sudan,2,0
M039389_Malawi,0,2
M039390_Rwanda,3,0
M039390_Somalia,0,3
M039391_Djibouti,0,4
M039391_Sudan,4,0
W005960_Northern Ireland,1,8
W005960_Switzerland,8,1
W005961_Moldova,1,3
W005961_Poland,3,1
W005962_Greece,1,3
W005962_Romania,3,1
W005963_Albania,0,6
W005963_France,6,0
M039392_Uganda,1,0
M039392_Burundi,0,1
M039393_Ethiopia,1,1
M039393_Tanzania,1,1
W005964_Scotland,10,0
W005964_Macedonia,0,10
W005965_Hungary,0,1
W005965_Russia,1,0
W005966_England,1,0
W005966_Bosnia and Herzegovina,0,1
W005967_South Korea,0,1
W005967_Australia,1,0
M039394_Ethiopia,1,1
M039394_Tanzania,1,1
M039395_Uganda,2,0
M039395_Malawi,0,2
W005968_Croatia,3,0
W005968_Turkey,0,3
W005969_Belgium,1,1
W005969_Serbia,1,1
M039396_South Sudan,0,0
M039396_Sudan,0,0
M039397_Rwanda,0,0
M039397_Kenya,0,0
W005970_Spain,2,0
W005970_Portugal,0,2
W005971_Moldova,0,4
W005971_Slovakia,4,0
W005972_Switzerland,5,1
W005972_Czech Republic,1,5
W005973_Israel,2,2
W005973_Wales,2,2
W005974_Greece,0,3
W005974_France,3,0
M039398_Rwanda,1,1
M039398_Sudan,1,1
M039399_Ethiopia,0,0
M039399_Uganda,0,0
M039400_Ethiopia,1,1
M039400_Sudan,1,1
M039401_Uganda,1,0
M039401_Rwanda,0,1
W005975_United States,0,0
W005975_Trinidad and Tobago,0,0
M039402_Nicaragua,5,0
M039402_Cuba,0,5
W005976_Brazil,11,0
W005976_Trinidad and Tobago,0,11
W005977_Canada,3,0
W005977_Mexico,0,3
M039403_Nicaragua,1,0
M039403_Cuba,0,1
W005978_United States,6,0
W005978_Trinidad and Tobago,0,6
W005979_Brazil,6,0
W005979_Mexico,0,6
W005980_Trinidad and Tobago,0,4
W005980_Canada,4,0
W005981_United States,2,0
W005981_China PR,0,2
M039404_Honduras,2,0
M039404_Cuba,0,2
W005982_Brazil,2,1
W005982_Canada,1,2
W005983_Trinidad and Tobago,0,3
W005983_Mexico,3,0
M039405_Bangladesh,1,0
M039405_Nepal,0,1
W005984_United States,0,1
W005984_China PR,1,0
M039406_Panjab,4,1
M039406_Chagos Islands,1,4
W005985_Mexico,2,1
W005985_Trinidad and Tobago,1,2
W005986_Brazil,3,1
W005986_Canada,1,3
M039407_Nepal,0,1
M039407_Sri Lanka,1,0
M039408_Afghanistan,4,0
M039408_Bangladesh,0,4
M039409_Maldives,3,1
M039409_Bhutan,1,3
M039410_India,2,0
M039410_Sri Lanka,0,2
M039411_Martinique,2,0
M039411_Guadeloupe,0,2
M039412_Catalonia,0,1
M039412_Basque Country,1,0
M039413_Bangladesh,1,3
M039413_Maldives,3,1
M039414_Bhutan,0,3
M039414_Afghanistan,3,0
M039415_India,4,1
M039415_Nepal,1,4
M039416_Afghanistan,4,1
M039416_Maldives,1,4
M039417_Bhutan,0,3
M039417_Bangladesh,3,0
M039418_Afghanistan,5,0
M039418_Sri Lanka,0,5
M039419_India,3,2
M039419_Maldives,2,3
M039420_India,2,1
M039420_Afghanistan,1,2
M039421_Sweden,1,1
M039421_Estonia,1,1
M039422_Rwanda,1,1
M039422_Cameroon,1,1
M039423_Trinidad and Tobago,0,1
M039423_Haiti,1,0
M039424_Panama,4,0
M039424_Cuba,0,4
M039425_Bangladesh,4,2
M039425_Sri Lanka,2,4
M039426_Rwanda,1,0
M039426_DR Congo,0,1
M039427_Sweden,3,0
M039427_Finland,0,3
M039428_Maldives,3,2
M039428_Cambodia,2,3
M039429_Uganda,0,0
M039429_Cameroon,0,0
M039430_Nepal,1,0
M039430_Sri Lanka,0,1
M039431_Finland,0,1
M039431_Iceland,1,0
M039432_Bangladesh,0,0
M039432_Nepal,0,0
M039433_United Arab Emirates,2,1
M039433_Iceland,1,2
M039434_Maldives,1,4
M039434_Nepal,4,1
W005987_South Korea,5,0
W005987_Vietnam,0,5
W005988_China PR,0,0
W005988_Mexico,0,0
W005989_Papua New Guinea,1,7
W005989_New Zealand,7,1
W005990_China PR,8,0
W005990_Vietnam,0,8
W005991_Mexico,2,0
W005991_South Korea,0,2
W005992_Montenegro,0,7
W005992_Spain,7,0
W005993_United States,5,0
W005993_Republic of Ireland,0,5
W005994_Greece,3,2
W005994_Albania,2,3
W005995_Mexico,1,0
W005995_Vietnam,0,1
W005996_Sweden,6,0
W005996_Scotland,0,6
W005997_France,1,0
W005997_Norway,0,1
W005998_China PR,2,0
W005998_South Korea,0,2
M039435_Egypt,0,1
M039435_Jordan,1,0
M039436_Egypt,2,0
M039436_Libya,0,2
M039437_United States,3,2
M039437_Iceland,2,3
M039438_Bahrain,2,0
M039438_Lebanon,0,2
W005999_Nepal,3,0
W005999_Bangladesh,0,3
W006000_India,0,0
W006000_Maldives,0,0
M039439_Guadeloupe,1,1
M039439_Martinique,1,1
W006001_Nepal,2,0
W006001_Maldives,0,2
W006002_Sri Lanka,1,2
W006002_Bangladesh,2,1
W006003_Maldives,0,2
W006003_Bangladesh,2,0
W006004_India,5,0
W006004_Sri Lanka,0,5
W006005_Puerto Rico,0,6
W006005_Mexico,6,0
W006006_United States,5,0
W006006_Costa Rica,0,5
W006007_Sri Lanka,1,2
W006007_Maldives,2,1
W006008_India,0,0
W006008_Nepal,0,0
W006009_Canada,5,0
W006009_Guyana,0,5
W006010_Guatemala,1,2
W006010_Trinidad and Tobago,2,1
W006011_Nepal,4,0
W006011_Sri Lanka,0,4
W006012_Costa Rica,9,0
W006012_Puerto Rico,0,9
W006013_India,5,1
W006013_Bangladesh,1,5
W006014_United States,1,0
W006014_Mexico,0,1
M039440_Uzbekistan,2,0
M039440_Lebanon,0,2
W006015_Guyana,2,1
W006015_Guatemala,1,2
W006016_Trinidad and Tobago,0,6
W006016_Canada,6,0
W006017_Mexico,1,2
W006017_Costa Rica,2,1
W006018_United States,10,0
W006018_Puerto Rico,0,10
W006019_India,4,0
W006019_Nepal,0,4
W006020_Trinidad and Tobago,5,1
W006020_Guyana,1,5
W006021_Canada,10,0
W006021_Guatemala,0,10
W006022_Canada,3,1
W006022_Costa Rica,1,3
W006023_United States,5,0
W006023_Trinidad and Tobago,0,5
M039441_Guyana,2,0
M039441_Suriname,0,2
W006024_United States,2,0
W006024_Canada,0,2
M039442_French Guiana,2,3
M039442_Suriname,3,2
M039443_Egypt,2,0
M039443_Burkina Faso,0,2
W006025_China PR,2,0
W006025_Vietnam,0,2
W006026_North Korea,1,1
W006026_South Korea,1,1
W006027_Japan,1,3
W006027_Australia,3,1
W006028_Canada,0,1
W006028_Denmark,1,0
W006029_Portugal,0,1
W006029_Russia,1,0
W006030_Brazil,1,0
W006030_New Zealand,0,1
W006031_Austria,2,0
W006031_Republic of Ireland,0,2
W006032_Hungary,0,2
W006032_Italy,2,0
W006033_Poland,1,0
W006033_Czech Republic,0,1
W006034_Slovakia,1,0
W006034_Northern Ireland,0,1
W006035_Australia,9,0
W006035_Vietnam,0,9
W006036_North Korea,1,1
W006036_China PR,1,1
W006037_Japan,1,1
W006037_South Korea,1,1
W006038_Norway,0,1
W006038_Sweden,1,0
W006039_Netherlands,4,3
W006039_Switzerland,3,4
W006040_Iceland,2,1
W006040_Belgium,1,2
W006041_Wales,2,2
W006041_Finland,2,2
W006042_United States,1,0
W006042_England,0,1
W006043_Germany,1,0
W006043_France,0,1
W006044_Albania,0,4
W006044_Ukraine,4,0
W006045_Canada,1,0
W006045_Belgium,0,1
W006046_Denmark,1,4
W006046_Iceland,4,1
W006047_New Zealand,0,0
W006047_Russia,0,0
W006048_Portugal,1,3
W006048_Brazil,3,1
W006049_Austria,2,1
W006049_Hungary,1,2
W006050_Italy,1,1
W006050_Republic of Ireland,1,1
W006051_Wales,1,1
W006051_Poland,1,1
W006052_Finland,1,3
W006052_Czech Republic,3,1
W006053_Croatia,0,1
W006053_Northern Ireland,1,0
W006054_Vietnam,0,1
W006054_North Korea,1,0
W006055_South Korea,0,2
W006055_Australia,2,0
W006056_Japan,1,2
W006056_China PR,2,1
W006057_Tanzania,1,2
W006057_Zimbabwe,2,1
W006058_Netherlands,1,4
W006058_Norway,4,1
W006059_Sweden,1,0
W006059_Switzerland,0,1
W006060_Burkina Faso,0,0
W006060_Tunisia,0,0
W006061_Botswana,7,0
W006061_Mauritius,0,7
W006062_Senegal,1,0
W006062_Guinea,0,1
W006063_Mali,0,0
W006063_Morocco,0,0
W006064_Libya,0,8
W006064_Egypt,8,0
W006065_Germany,2,1
W006065_England,1,2
W006066_Zambia,3,1
W006066_Namibia,1,3
W006067_Algeria,1,0
W006067_Ethiopia,0,1
W006068_United States,1,0
W006068_France,0,1
W006069_Denmark,1,2
W006069_Belgium,2,1
W006070_Canada,1,0
W006070_Iceland,0,1
W006071_Brazil,3,0
W006071_Russia,0,3
W006072_Portugal,0,1
W006072_New Zealand,1,0
W006073_Republic of Ireland,0,1
W006073_Hungary,1,0
W006074_Finland,0,1
W006074_Poland,1,0
W006075_Czech Republic,1,0
W006075_Wales,0,1
W006076_Croatia,0,2
W006076_Slovakia,2,0
W006077_China PR,1,0
W006077_South Korea,0,1
W006078_North Korea,1,2
W006078_Australia,2,1
W006079_Japan,6,1
W006079_Vietnam,1,6
W006080_Italy,0,0
W006080_Austria,0,0
W006081_Greece,1,3
W006081_Ukraine,3,1
W006082_Iceland,1,1
W006082_New Zealand,1,1
W006083_Netherlands,1,1
W006083_Sweden,1,1
W006084_Switzerland,2,1
W006084_Norway,1,2
W006085_Japan,1,0
W006085_North Korea,0,1
W006086_Australia,1,1
W006086_China PR,1,1
W006087_Belgium,5,0
W006087_Russia,0,5
W006088_Austria,2,1
W006088_Poland,1,2
W006089_South Korea,4,0
W006089_Vietnam,0,4
W006090_Hungary,2,1
W006090_Wales,1,2
W006091_Republic of Ireland,2,0
W006091_Finland,0,2
W006092_United States,2,1
W006092_Germany,1,2
W006093_France,0,0
W006093_England,0,0
W006094_Canada,2,1
W006094_Brazil,1,2
W006095_Italy,3,1
W006095_Czech Republic,1,3
W006096_Portugal,1,3
W006096_Denmark,3,1
W006097_Cyprus,3,1
W006097_Lithuania,1,3
W006098_Malta,1,1
W006098_Israel,1,1
W006099_Malta,2,3
W006099_Lithuania,3,2
W006100_Cyprus,1,0
W006100_Estonia,0,1
M039444_Sint Maarten,2,0
M039444_Anguilla,0,2
M039445_Tamil Eelam,4,1
M039445_Romani people,1,4
W006101_Israel,2,0
W006101_Lithuania,0,2
W006102_Estonia,0,2
W006102_Malta,2,0
W006103_Israel,2,0
W006103_Estonia,0,2
W006104_Cyprus,1,0
W006104_Malta,0,1
W006105_Estonia,3,0
W006105_Lithuania,0,3
W006106_Cyprus,0,1
W006106_Israel,1,0
M039446_United Arab Emirates,6,1
M039446_Bangladesh,1,6
M039447_Iraq,0,1
M039447_Syria,1,0
W006107_Namibia,2,2
W006107_Zambia,2,2
W006108_Morocco,1,2
W006108_Mali,2,1
W006109_Guinea,1,0
W006109_Senegal,0,1
W006110_Tunisia,2,0
W006110_Burkina Faso,0,2
W006111_Mauritius,0,4
W006111_Botswana,4,0
W006112_Zimbabwe,1,1
W006112_Tanzania,1,1
W006113_Egypt,4,0
W006113_Libya,0,4
M039448_Cuba,2,1
M039448_Bermuda,1,2
M039449_Romania,1,0
M039449_Lithuania,0,1
M039450_Zambia,1,1
M039450_Congo,1,1
M039451_South Sudan,1,2
M039451_Benin,2,1
M039452_Slovenia,1,0
M039452_North Macedonia,0,1
M039453_São Tomé and Príncipe,2,1
M039453_Libya,1,2
M039454_Poland,1,0
M039454_Serbia,0,1
M039455_Guinea-Bissau,1,0
M039455_Kenya,0,1
M039456_Guadeloupe,0,0
M039456_Suriname,0,0
M039457_Gibraltar,0,0
M039457_Liechtenstein,0,0
M039458_Croatia,2,0
M039458_Israel,0,2
M039459_Barbados,1,0
M039459_Curaçao,0,1
M039460_Antigua and Barbuda,2,1
M039460_Aruba,1,2
M039461_Martinique,3,0
M039461_British Virgin Islands,0,3
M039462_South Korea,1,0
M039462_Lebanon,0,1
M039463_Madagascar,1,1
M039463_Central African Republic,1,1
M039464_Malta,0,0
M039464_Moldova,0,0
M039465_Oman,1,0
M039465_Guam,0,1
M039466_Peru,2,2
M039466_Venezuela,2,2
M039467_Qatar,2,0
M039467_Hong Kong,0,2
M039468_Saudi Arabia,2,0
M039468_Malaysia,0,2
M039469_Singapore,2,1
M039469_Myanmar,1,2
M039470_Turkey,2,1
M039470_Sweden,1,2
M039471_Syria,6,0
M039471_Cambodia,0,6
M039472_Ukraine,1,0
M039472_Cyprus,0,1
M039473_United Arab Emirates,2,0
M039473_Palestine,0,2
M039474_Uzbekistan,1,0
M039474_Philippines,0,1
M039475_Vietnam,4,1
M039475_Taiwan,1,4
M039476_Wales,1,1
M039476_Northern Ireland,1,1
M039477_Solomon Islands,2,0
